year,month,stand,species,elevation,plot,old.tag,new.tag,predawn,midday,potdiff
2018,june,ABLAHC,ABLA,H,C,T3,T3,-0.4826332,-1.2410568,-0.7584236
2018,june,ABLAHA,ABLA,H,A,S6,S6,-0.5515808,-1.2410568,-0.689476
2018,june,ABLAHA,ABLA,H,A,S6,S6,-0.6205284,-1.2410568,-0.6205284
2018,june,ABLAHA,ABLA,H,A,T3,T3,-0.689476,-1.3100044,-0.6205284
2018,june,ABLAHA,ABLA,H,A,T3,T3,-0.6205284,-1.4478996,-0.8273712
2018,june,ABLAHA,ABLA,H,A,S5,S5,-0.6205284,-1.5168472,-0.8963188
2018,june,ABLAHA,ABLA,H,A,S5,S5,-0.689476,-1.72369,-1.034214
2018,june,ABLAHD,ABLA,H,D,S4,S4,-0.689476,-1.2755306,-0.5860546
2018,june,ABLAHD,ABLA,H,D,S4,S4,-0.5515808,-1.206583,-0.6550022
2018,june,ABLAHD,ABLA,H,D,S2,S2,-0.5515808,-1.2410568,-0.689476
2018,june,ABLAHD,ABLA,H,D,S2,S2,-0.517107,-1.2755306,-0.7584236
2018,june,ABLAHD,ABLA,H,D,S7,S7,-0.4481594,-1.2755306,-0.8273712
2018,june,ABLAHD,ABLA,H,D,S7,S7,-0.4136856,-1.3100044,-0.8963188
2018,june,PIPOHC,PIPO,H,C,,348,-1.791258648,-1.752647992,0.038610656
2018,june,PIPOHC,PIPO,H,C,,348,-1.800911312,-1.798842884,0.002068428
2018,june,PIPOHC,PIPO,H,C,,353,-1.31689916,-1.62716336,-0.3102642
2018,june,PIPOHC,PIPO,H,C,,353,-1.369988812,-1.453415408,-0.083426596
2018,june,PIPOHC,PIPO,H,C,,343,-1.641642356,-1.891922144,-0.250279788
2018,june,PIPOHC,PIPO,H,C,,343,-1.769884892,-1.832627208,-0.062742316
2018,june,POTRLF,PIPO,H,F,,394,-1.042487712,-1.54787362,-0.505385908
2018,june,POTRLF,PIPO,H,F,,394,-1.14453016,-1.648537116,-0.504006956
2018,june,POTRLF,PIPO,H,F,,372,-1.156940728,-1.895369524,-0.738428796
2018,june,POTRLF,PIPO,H,F,,372,-1.083166796,-1.938806512,-0.855639716
2018,june,POTRLF,PIPO,H,F,,377,-0.7411867,-1.635437072,-0.894250372
2018,june,POTRLF,PIPO,H,F,,377,-0.776349976,-1.77195332,-0.995603344
2018,june,PIPOHB,PIPO,H,B,,309,-1.638194976,-1.53753148,0.100663496
2018,june,PIPOHB,PIPO,H,B,,309,-1.393430996,-1.59613694,-0.202705944
2018,june,PIPOHB,PIPO,H,B,,309,-1.454104884,,
2018,june,PIPOHB,PIPO,H,B,,315,-1.57200528,-1.611305412,-0.039300132
2018,june,PIPOHB,PIPO,H,B,,315,-1.535463052,-1.570626328,-0.035163276
2018,june,PIPOHB,PIPO,H,B,,336,-1.74437428,-1.885027384,-0.140653104
2018,june,PIPOHB,PIPO,H,B,,336,-1.631989692,-1.848485156,-0.216495464
2018,june,PIPOHD,PIPO,H,D,,253,-1.462378596,-1.752647992,-0.290269396
2018,june,PIPOHD,PIPO,H,D,,253,-1.529257768,-1.896748476,-0.367490708
2018,june,PIPOHD,PIPO,H,D,,257,-1.93742756,-2.056706908,-0.119279348
2018,june,PIPOHD,PIPO,H,D,,257,-1.822285068,-2.018785728,-0.19650066
2018,june,PIPOHD,PIPO,H,D,,275,-1.866411532,-1.966385552,-0.09997402
2018,june,PIPOHD,PIPO,H,D,,275,-1.951906556,-1.990517212,-0.038610656
2018,june,PIPOHD,PIPO,H,D,,274,-1.826421924,-1.863653628,-0.037231704
2018,june,PIPOHD,PIPO,H,D,,274,-1.756095372,-2.000169876,-0.244074504
2018,june,POTRLD,PIPO,H,D,,206,-1.066619372,-1.840211444,-0.773592072
2018,june,POTRLD,PIPO,H,D,,206,-1.030077144,-1.70990048,-0.679823336
2018,june,POTRLD,PIPO,H,D,,207,-1.38584676,-1.504436632,-0.118589872
2018,june,POTRLD,PIPO,H,D,,207,-1.625094932,-1.524431436,0.100663496
2018,june,POTRLD,PIPO,H,D,,245,-1.285183264,-1.498231348,-0.213048084
2018,june,POTRLD,PIPO,H,D,,245,-1.398946804,-1.63405812,-0.235111316
2018,june,POTRLE,PIPO,H,E,,173,-0.962508496,-1.893990572,-0.931482076
2018,june,POTRLE,PIPO,H,E,,173,-0.99629282,-1.676116156,-0.679823336
2018,june,POTRLE,PIPO,H,E,,174,-1.46168912,-1.918122232,-0.456433112
2018,june,POTRLE,PIPO,H,E,,174,-1.374125668,-1.862274676,-0.488149008
2018,june,POTRLE,PIPO,H,E,,189,-1.53063672,-1.976038216,-0.445401496
2018,june,POTRLE,PIPO,H,E,,189,-1.317588636,-1.689905676,-0.37231704
2018,june,POTRLC,PIPO,H,C,,67,-0.98939806,-0.959750592,0.029647468
2018,june,POTRLC,PIPO,H,C,,67,-1.087993128,-1.11695112,-0.028957992
2018,june,POTRLC,PIPO,H,C,,82,-1.393430996,-1.99258564,-0.599154644
2018,june,POTRLC,PIPO,H,C,,82,-1.543736764,-1.663705588,-0.119968824
2018,june,POTRLC,PIPO,H,C,,72,-1.19624086,-1.192104004,0.004136856
2018,june,POTRLC,PIPO,H,C,,72,-1.339651868,-1.15831968,0.181332188
2018,june,POTRLB,PIPO,H,B,,15,-0.912866224,-1.096956316,-0.184090092
2018,june,POTRLB,PIPO,H,B,,15,-0.770834168,-0.777039452,-0.006205284
2018,june,POTRLB,PIPO,H,B,,6,-1.062482516,-0.850813384,0.211669132
2018,june,POTRLB,PIPO,H,B,,6,-1.032145572,-0.997671772,0.0344738
2018,june,POTRLB,PIPO,H,B,,45,-1.076961512,-1.979485596,-0.902524084
2018,june,POTRLB,PIPO,H,B,,45,-0.867360808,-1.596826416,-0.729465608
2018,june,PIPOMA,PIPO,M,A,T3,1331,-1.688526724,-1.65818978,0.030336944
2018,june,PIPOMA,PIPO,M,A,T3,1331,-1.295525404,-1.672668776,-0.377143372
2018,june,PIPOMA,PIPO,M,A,T15,1353,-1.431352176,-1.6892162,-0.257864024
2018,june,PIPOMA,PIPO,M,A,T15,1353,-1.570626328,-2.076701712,-0.506075384
2018,june,PIPOMA,PIPO,M,A,T5,1341,-1.896748476,-1.68232144,0.214427036
2018,june,PIPOMA,PIPO,M,A,T5,1341,-1.885027384,-1.602342224,0.28268516
2018,june,PIPOMA,PIPO,M,A,T5,1341,,-2.204254772,
2018,june,PIPOMB,PIPO,M,B,S7,1298,-1.540289384,-2.584845524,-1.04455614
2018,june,PIPOMB,PIPO,M,B,S7,1298,-1.526499864,-2.600703472,-1.074203608
2018,june,PIPOMB,PIPO,M,B,T8,1304,-1.581657944,-1.695421484,-0.11376354
2018,june,PIPOMB,PIPO,M,B,T8,1304,-1.77195332,-1.809185024,-0.037231704
2018,june,PIPOMB,PIPO,M,B,S8,1305,-1.607168556,-1.86847996,-0.261311404
2018,june,PIPOMB,PIPO,M,B,S8,1305,-1.648537116,-2.005685684,-0.357148568
2018,june,PIPOMC,PIPO,M,C,T1,1248,-1.474099688,-2.20287582,-0.728776132
2018,june,PIPOMC,PIPO,M,C,T1,1248,-1.309314924,-2.27182342,-0.962508496
2018,june,PIPOMC,PIPO,M,C,T2,1216,-1.627852836,-1.728516332,-0.100663496
2018,june,PIPOMC,PIPO,M,C,T2,1216,-1.418252132,-1.811253452,-0.39300132
2018,june,PIPOMC,PIPO,M,C,LH/1H,1245,-1.412046848,-1.610615936,-0.198569088
2018,june,PIPOMC,PIPO,M,C,LH/1H,1245,-1.379641476,-1.611994888,-0.232353412
2018,june,PIPOMD,PIPO,M,D,L5,1161,-1.825042972,-1.809185024,0.015857948
2018,june,PIPOMD,PIPO,M,D,L5,1161,-1.887785288,-1.88916424,-0.001378952
2018,june,PIPOMD,PIPO,M,D,T3,1156,-1.801600788,-1.92019066,-0.118589872
2018,june,PIPOMD,PIPO,M,D,T3,1156,-1.691284628,-1.9132959,-0.222011272
2018,june,PIPOMD,PIPO,M,D,T2,1158,-1.873306292,-1.769884892,0.1034214
2018,june,PIPOMD,PIPO,M,D,T2,1158,-1.715416288,-2.002238304,-0.286822016
2018,june,PIPOME,PIPO,M,E,5L,1264,-1.456862788,-1.663016112,-0.206153324
2018,june,PIPOME,PIPO,M,E,5L,1264,-1.3617151,-1.490647112,-0.128932012
2018,june,PIPOME,PIPO,M,E,T6,1279,-1.705074148,-1.856069392,-0.150995244
2018,june,PIPOME,PIPO,M,E,T6,1279,-1.758853276,-1.81332188,-0.054468604
2018,june,PIPOME,PIPO,M,E,T1,1281,-1.59268956,-1.66508454,-0.07239498
2018,june,PIPOME,PIPO,M,E,T1,1281,-1.794016552,-1.67542668,0.118589872
2018,june,PIPOLC,PIPO,L,C,T4,1080,-2.1373756,-2.3442184,-0.2068428
2018,june,PIPOLC,PIPO,L,C,T4,1080,-2.413166,-2.068428,0.344738
2018,june,PIPOLC,PIPO,L,C,T1,1083,-2.2063232,-2.3442184,-0.1378952
2018,june,PIPOLC,PIPO,L,C,T1,1083,-2.413166,-2.2063232,0.2068428
2018,june,PIPOLC,PIPO,L,C,T5,1087,-2.413166,-2.2063232,0.2068428
2018,june,PIPOLC,PIPO,L,C,T5,1087,-2.3442184,-2.5510612,-0.2068428
2018,june,PIPOLF,PIPO,L,F,1,987,-2.068428,-2.2063232,-0.1378952
2018,june,PIPOLF,PIPO,L,F,1,987,-1.9305328,-1.9994804,-0.0689476
2018,june,PIPOLF,PIPO,L,F,2,991,-1.9305328,-1.9994804,-0.0689476
2018,june,PIPOLF,PIPO,L,F,2,991,-1.8615852,-2.2752708,-0.4136856
2018,june,PIPOLF,PIPO,L,F,3,980,-1.7926376,-1.7926376,0
2018,june,PIPOLF,PIPO,L,F,3,980,-1.8615852,-1.9305328,-0.0689476
2018,june,PIPOLG,PIPO,L,G,1,969,-1.72369,-1.9305328,-0.2068428
2018,june,PIPOLG,PIPO,L,G,1,969,-1.7926376,-1.9305328,-0.1378952
2018,june,PIPOLG,PIPO,L,G,2,965,-1.6547424,-1.7926376,-0.1378952
2018,june,PIPOLG,PIPO,L,G,2,965,-1.9650066,-1.9305328,0.0344738
2018,june,PIPOLG,PIPO,L,G,3,963,-1.5168472,-1.5168472,0
2018,june,PIPOLG,PIPO,L,G,3,963,-1.6547424,-1.72369,-0.0689476
2018,june,PIPOLD,PIPO,L,D,D14,1131,-1.9305328,-2.1373756,-0.2068428
2018,june,PIPOLD,PIPO,L,D,D14,1131,-1.9994804,-2.3442184,-0.344738
2018,june,PIPOLD,PIPO,L,D,T1,1140,-1.8615852,-2.068428,-0.2068428
2018,june,PIPOLD,PIPO,L,D,T1,1140,-1.7926376,-1.9305328,-0.1378952
2018,june,PIPOLD,PIPO,L,D,D3,1138,-2.1373756,-2.413166,-0.2757904
2018,june,PIPOLD,PIPO,L,D,D3,1138,-2.068428,-2.4821136,-0.4136856
2018,june,PIPOLE,PIPO,L,E,T11,1109,-1.9994804,-2.068428,-0.0689476
2018,june,PIPOLE,PIPO,L,E,T11,1109,-2.068428,-1.9994804,0.0689476
2018,june,PIPOLE,PIPO,L,E,T11,1109,,-1.896059,
2018,june,PIPOLE,PIPO,L,E,T11,1109,,-2.2063232,
2018,june,PIPOLE,PIPO,L,E,T7,1112B,-2.3442184,-2.068428,0.2757904
2018,june,PIPOLE,PIPO,L,E,T7,1112B,-2.3442184,-2.2063232,0.1378952
2018,june,PIPOLE,PIPO,L,E,S3,1106,-1.9305328,-1.7926376,0.1378952
2018,june,PIPOLE,PIPO,L,E,S3,1106,-1.7926376,-1.7926376,0
2018,june,PIPOLE,PIPO,L,E,S3,1106,,-2.2063232,
2018,june,PIPOLE,PIPO,L,E,S3,1106,,-2.1373756,
2018,june,POTRHA,POTR,H,A,T1,2314,-0.4136856,-1.6892162,-1.2755306
2018,june,POTRHA,POTR,H,A,T1,2314,-0.3792118,-1.7926376,-1.4134258
2018,june,POTRHA,POTR,H,A,T3,2331,-0.4136856,-1.3444782,-0.9307926
2018,june,POTRHA,POTR,H,A,T3,2331,-0.344738,-1.3100044,-0.9652664
2018,june,POTRHA,POTR,H,A,1H,2247,-0.3792118,-1.378952,-0.9997402
2018,june,POTRHA,POTR,H,A,1H,2247,-0.4136856,-1.4478996,-1.034214
2018,june,POTRHE,POTR,H,E,10H,2421,-0.532275472,-1.794706028,-1.262430556
2018,june,POTRHE,POTR,H,E,10H,2421,-0.526759664,-2.350423684,-1.82366402
2018,june,POTRHE,POTR,H,E,T6,2398,-0.377143372,-1.117640596,-0.740497224
2018,june,POTRHE,POTR,H,E,T6,2398,-0.419201408,-0.963887448,-0.54468604
2018,june,POTRHE,POTR,H,E,T4,2441,-0.523312284,-1.216235664,-0.69292338
2018,june,POTRHE,POTR,H,E,T4,2441,-0.53089652,-1.477547068,-0.946650548
2018,june,POTRHE,POTR,H,E,T4,2441,,-1.267946364,
2018,june,POTRHB,POTR,H,B,T5,2135,-0.454364684,-1.94432232,-1.489957636
2018,june,POTRHB,POTR,H,B,T5,2135,-0.49297534,-1.767126988,-1.274151648
2018,june,POTRHB,POTR,H,B,T3,2109,-0.537101804,-2.000859352,-1.463757548
2018,june,POTRHB,POTR,H,B,T3,2109,-0.508833288,-1.453415408,-0.94458212
2018,june,POTRHB,POTR,H,B,T3,2109,,-2.180123112,
2018,june,POTRHB,POTR,H,B,T1,2127,-0.73429194,-1.21692514,-0.4826332
2018,june,POTRHB,POTR,H,B,T1,2127,-0.603980976,-1.349994008,-0.746013032
2018,june,POTRHC,POTR,H,C,T5,T5,-0.419201408,-1.71334786,-1.294146452
2018,june,POTRHC,POTR,H,C,T5,T5,-0.40679084,-1.767816464,-1.361025624
2018,june,POTRHC,POTR,H,C,T1,2738,-0.399206604,-2.234591716,-1.835385112
2018,june,POTRHC,POTR,H,C,T1,,-0.391622368,-1.602342224,-1.210719856
2018,june,POTRHC,POTR,H,C,T1,2738,,-1.607168556,
2018,june,POTRHC,POTR,H,C,T13,2782,-0.390932892,-1.325172872,-0.93423998
2018,june,POTRHC,POTR,H,C,T13,2782,-0.426785644,-1.509262964,-1.08247732
2018,june,POTRLB,POTR,L,B,,46,-0.408169792,-1.411357372,-1.00318758
2018,june,POTRLB,POTR,L,B,,46,-0.44126464,-1.526499864,-1.085235224
2018,june,POTRLB,POTR,L,B,,47,-0.435059356,-1.580968468,-1.145909112
2018,june,POTRLB,POTR,L,B,,47,-0.439196212,-1.52374196,-1.084545748
2018,june,POTRLB,POTR,L,B,,3A-S6,-0.37576442,-1.157630204,-0.781865784
2018,june,POTRLB,POTR,L,B,,3A-S6,-0.418511932,-1.567178948,-1.148667016
2018,june,POTRLC,POTR,L,C,,3,-0.476427916,-0.914934652,-0.438506736
2018,june,POTRLC,POTR,L,C,,3,-0.383348656,-1.689905676,-1.30655702
2018,june,POTRLC,POTR,L,C,,3,,-1.869169436,
2018,june,POTRLC,POTR,L,C,,70,-0.522622808,-1.6030317,-1.080408892
2018,june,POTRLC,POTR,L,C,,70,-0.510901716,-1.886406336,-1.37550462
2018,june,POTRLC,POTR,L,C,,75,-0.845297576,-1.5857948,-0.740497224
2018,june,POTRLC,POTR,L,C,,75,-0.884597708,-1.460310168,-0.57571246
2018,june,POTRLD,POTR,L,D,,204,-0.915624128,-3.366711308,-2.45108718
2018,june,POTRLD,POTR,L,D,,204,-0.912176748,-3.612164764,-2.699988016
2018,june,POTRLD,POTR,L,D,,204,,-3.24398458,
2018,june,POTRLD,POTR,L,D,,194,-0.635696872,-1.35826772,-0.722570848
2018,june,POTRLD,POTR,L,D,,194,-0.357148568,-1.434799556,-1.077650988
2018,june,POTRLD,POTR,L,D,,194,-0.526070188,,
2018,june,POTRLD,POTR,L,D,,248,-0.763249932,-1.401015232,-0.6377653
2018,june,POTRLD,POTR,L,D,,248,-0.7928974,-1.436178508,-0.643281108
2018,june,POTRLE,POTR,L,E,,186,-0.818408012,-1.698179388,-0.879771376
2018,june,POTRLE,POTR,L,E,,186,-0.746702508,-1.75126904,-1.004566532
2018,june,POTRLE,POTR,L,E,,187,-0.752218316,-1.507884012,-0.755665696
2018,june,POTRLE,POTR,L,E,,187,-0.652244296,-1.532015672,-0.879771376
2018,june,POTRLE,POTR,L,E,,187,-0.648796916,,
2018,june,POTRLE,POTR,L,E,,181,-0.528828092,-3.159868508,-2.631040416
2018,june,POTRLE,POTR,L,E,,181,-0.426096168,-3.457032664,-3.030936496
2018,june,POTRLE,POTR,L,E,,181,-0.452296256,,
2018,june,POTRLF,POTR,L,F,,398,-0.450227828,-3.560454064,-3.110226236
2018,june,POTRLF,POTR,L,F,,398,-0.364732804,-2.973020512,-2.608287708
2018,june,POTRLF,POTR,L,F,,398,,-2.907520292,
2018,june,POTRLF,POTR,L,F,,402,-0.419201408,-1.614063316,-1.194861908
2018,june,POTRLF,POTR,L,F,,402,-0.41713298,-1.653363448,-1.236230468
2018,june,POTRLF,POTR,L,F,,382,-0.606049404,-0.840471244,-0.23442184
2018,june,POTRLF,POTR,L,F,,382,-0.64466006,-0.974919064,-0.330259004
2018,june,POTRMF,POTR,M,F,,710,-2.1029018,-1.1031616,0.9997402
2018,june,POTRMF,POTR,M,F,,710,-1.1031616,-1.5857948,-0.4826332
2018,june,POTRMF,POTR,M,F,2,783,-0.6205284,-1.3100044,-0.689476
2018,june,POTRMF,POTR,M,F,2,783,-0.5515808,-1.9305328,-1.378952
2018,june,POTRMF,POTR,M,F,3,779,-0.344738,-1.034214,-0.689476
2018,june,POTRMF,POTR,M,F,3,779,-0.4136856,-1.2410568,-0.8273712
2018,june,POTRMB,POTR,M,B,T3,1037,-0.5515808,-1.2410568,-0.689476
2018,june,POTRMB,POTR,M,B,T3,1037,-0.344738,-1.2755306,-0.9307926
2018,june,POTRMB,POTR,M,B,T1,1013,-0.2757904,-1.378952,-1.1031616
2018,june,POTRMB,POTR,M,B,T1,1013,-0.344738,-1.3100044,-0.9652664
2018,june,POTRMB,POTR,M,B,S6,1044,-0.344738,-1.5168472,-1.1721092
2018,june,POTRMB,POTR,M,B,S6,1044,-0.4136856,-1.6547424,-1.2410568
2018,june,POTRMC,POTR,M,C,T1,T1,-0.4136856,-1.3100044,-0.8963188
2018,june,POTRMC,POTR,M,C,T1,T1,-0.4136856,-2.3442184,-1.9305328
2018,june,POTRMC,POTR,M,C,T1,T1,,-1.7926376,
2018,june,POTRMC,POTR,M,C,T4,618,-0.5515808,-1.378952,-0.8273712
2018,june,POTRMC,POTR,M,C,T4,618,-0.517107,-1.4478996,-0.9307926
2018,june,POTRMC,POTR,M,C,,623,-0.4136856,-1.9305328,-1.5168472
2018,june,POTRMC,POTR,M,C,,623,-0.4826332,-1.378952,-0.8963188
2018,june,POTRMD,POTR,M,D,T5,1448,-0.4136856,-0.8273712,-0.4136856
2018,june,POTRMD,POTR,M,D,T5,1448,-0.344738,-1.1031616,-0.7584236
2018,june,POTRMD,POTR,M,D,L7,1411,-0.3792118,-1.1721092,-0.7928974
2018,june,POTRMD,POTR,M,D,L7,1411,-0.3792118,-1.034214,-0.6550022
2018,june,POTRMD,POTR,M,D,T4,1425,-0.344738,-1.2410568,-0.8963188
2018,june,POTRMD,POTR,M,D,T4,1425,-0.5515808,-1.206583,-0.6550022
2018,june,POTRME,POTR,M,E,T3,T3,-0.5515808,-1.72369,-1.1721092
2018,june,POTRME,POTR,M,E,T3,T3,-0.4136856,-1.5168472,-1.1031616
2018,june,POTRME,POTR,M,E,T5,T5,-0.4826332,-1.4478996,-0.9652664
2018,june,POTRME,POTR,M,E,T5,T5,-0.517107,-1.6547424,-1.1376354
2018,june,POTRME,POTR,M,E,T1,T1,-0.4136856,-1.5168472,-1.1031616
2018,june,POTRME,POTR,M,E,T1,T1,-0.4481594,-1.6547424,-1.206583
2019,july,POTRLE,POTR,L,E,,187,-0.19292,-1.34355,-1.15063
2019,july,POTRLE,POTR,L,E,,187,-0.31005,-1.22642,-0.91637
2019,july,POTRLE,POTR,L,E,,181,-0.18603,-0.86125,-0.67522
2019,july,POTRLE,POTR,L,E,,181,-0.35139,-0.75101,-0.39962
2019,july,POTRLE,POTR,L,E,,186,-0.26871,-1.61915,-1.35044
2019,july,POTRLE,POTR,L,E,,186,-0.2756,-1.70183,-1.42623
2019,july,POTRLE,PIPO,L,E,,189,-0.50986,-1.61915,-1.10929
2019,july,POTRLE,PIPO,L,E,,189,-0.57876,-1.32288,-0.74412
2019,july,POTRLE,PIPO,L,E,,169B,-0.50986,-0.60632,-0.09646
2019,july,POTRLE,PIPO,L,E,,169B,-0.53053,-1.55025,-1.01972
2019,july,POTRLE,PIPO,L,E,,174,-0.49608,-0.84058,-0.3445
2019,july,POTRLE,PIPO,L,E,,174,-0.4134,-1.06795,-0.65455
2019,july,POTRLE,POTR,L,E,,179,-0.28938,,
2019,july,POTRLE,POTR,L,E,,179,-0.32383,,
